Latitude,Longitude,Feature_ID,Village,nitrogen_N_2023-24,phosphorus_P_2023-24,potassium_K_2023-24,organic_carbon_OC_2023-24,pH_2023-24,EC_2023-24,sulphur_S_2023-24,zinc_Zn_2023-24,iron_Fe_2023-24,copper_Cu_2023-24,manganese_Mn_2023-24,boron_B_2023-24,nitrogen_N_2024-25,phosphorus_P_2024-25,potassium_K_2024-25,organic_carbon_OC_2024-25,pH_2024-25,EC_2024-25,sulphur_S_2024-25,zinc_Zn_2024-25,iron_Fe_2024-25,copper_Cu_2024-25,manganese_Mn_2024-25,boron_B_2024-25,nitrogen_N_2025-26,phosphorus_P_2025-26,potassium_K_2025-26,organic_carbon_OC_2025-26,pH_2025-26,EC_2025-26,sulphur_S_2025-26,zinc_Zn_2025-26,iron_Fe_2025-26,copper_Cu_2025-26,manganese_Mn_2025-26,boron_B_2025-26
14.862000,79.998000,28_515_shc_2025-26.751,Musunuru (Part),,,,,,,,,,,,,,,,,,,,,,,,,276.0,1.5,323.0,0.1,8.1,0.23,53.0,0.55,8.87,0.19,2.38,0.82
14.862000,79.992000,28_515_shc_2025-26.6148,Musunuru (Part),,,,,,,,,,,,,,,,,,,,,,,,,226.0,10.8,621.0,0.58,7.86,0.1,137.0,0.45,3.88,0.26,1.47,0.35
14.862000,80.002000,28_515_shc_2025-26.2912,Musunuru (Part),,,,,,,,,,,,,,,,,,,,,,,,,238.0,6.1,434.0,0.15,8.37,0.42,74.0,0.35,8.01,0.18,2.1,0.75
14.872000,79.542000,28_515_shc_2025-26.8570,Ravipadu,,,,,,,,,,,,,,,,,,,,,,,,,63.0,26.1,155.2,0.45,7.01,0.1,45.53,0.29,8.12,0.26,3.11,0.66
14.878000,79.818000,28_515_shc_2025-26.138,Annavaram,,,,,,,,,,,,,,,,,,,,,,,,,276.0,8.18,316.0,0.88,7.09,0.1,17.51,0.18,4.38,0.18,3.24,0.03
14.878000,79.818000,28_515_shc_2025-26.139,Annavaram,,,,,,,,,,,,,,,,,,,,,,,,,38.0,10.0,105.3,0.14,7.64,0.2,17.51,0.14,8.26,0.26,3.26,0.37
14.872000,79.898000,28_515_shc_2024-25.16550,Jaladanki,,,,,,,,,,,,,125.0,108.1,445.5,0.47,8.58,0.1,8.8,0.39,5.29,0.46,5.86,1.1,,,,,,,,,,,,
14.875000,79.905000,28_515_shc_2023-24.5653,Jaladanki,138.0,27.0,116.0,0.2,8.0,0.1,14.0,0.11,4.11,0.46,6.38,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.878000,79.908000,28_515_shc_2023-24.5237,Jaladanki,127.0,32.0,122.0,0.4,8.1,0.4,7.0,0.61,4.78,0.61,5.48,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.878000,79.908000,28_515_shc_2025-26.2507,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,38.0,94.0,91.3,0.32,7.83,0.16,28.02,0.24,13.86,0.24,4.26,0.27
14.878000,79.908000,28_515_shc_2025-26.5914,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11.2,98.3,0.28,8.2,0.29,210.14,0.21,4.28,0.14,14.12,0.58
14.878000,79.908000,28_515_shc_2025-26.5915,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,75.0,72.8,91.3,0.99,8.04,0.32,31.7,0.14,3.16,0.1,2.16,0.55
14.875000,79.915000,28_515_shc_2025-26.6020,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,151.0,11.2,77.3,0.53,8.01,0.1,129.59,0.2,1.0,0.16,4.52,0.15
14.875000,79.915000,28_515_shc_2025-26.11244,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,63.0,33.48,49.2,0.32,6.87,1.15,52.53,0.34,6.19,0.06,1.13,0.48
14.875000,79.915000,28_515_shc_2025-26.11266,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,88.0,58.1,168.6,0.71,6.27,1.09,80.55,0.38,3.88,0.1,2.12,0.48
14.875000,79.915000,28_515_shc_2025-26.11267,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,100.0,14.7,119.4,0.5,7.3,0.84,80.55,0.21,2.21,0.12,2.18,0.44
14.872000,79.988000,28_515_shc_2023-24.5858,Musunuru (Part),213.0,40.0,78.0,0.68,6.9,0.7,50.0,0.001,24.9,0.03,9.6,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.872000,79.988000,28_515_shc_2024-25.7985,Musunuru (Part),,,,,,,,,,,,,113.0,164.0,122.0,0.41,7.78,0.4,65.0,0.42,16.14,0.18,8.34,0.34,,,,,,,,,,,,
14.872000,79.988000,28_515_shc_2024-25.15911,Musunuru (Part),,,,,,,,,,,,,100.0,164.0,39.0,0.48,7.59,0.39,109.0,0.69,22.84,0.29,3.8,1.13,,,,,,,,,,,,
14.878000,80.032000,28_515_shc_2025-26.503,Thallapalem,,,,,,,,,,,,,,,,,,,,,,,,,226.0,38.4,621.0,0.38,7.61,0.53,35.02,0.26,8.02,0.09,2.95,1.45
14.888000,79.388000,28_515_shc_2023-24.6372,Mandallanaidupalle,301.0,8.0,59.0,0.13,7.7,0.4,54.0,0.15,3.2,0.51,2.4,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.882000,79.428000,28_515_shc_2024-25.11931,Narrawada,,,,,,,,,,,,,113.0,164.0,97.0,0.26,6.59,0.31,60.0,0.14,1.81,0.13,4.28,0.59,,,,,,,,,,,,
14.888000,79.428000,28_515_shc_2025-26.4666,Narrawada,,,,,,,,,,,,,,,,,,,,,,,,,63.0,13.5,119.4,0.98,8.5,0.1,17.51,0.16,1.41,0.21,1.26,0.89
14.885000,79.565000,28_515_shc_2023-24.6186,Utukuru,163.0,25.0,104.0,0.18,8.1,0.3,109.0,0.09,6.74,0.485,3.1,0.61,,,,,,,,,,,,,,,,,,,,,,,,
14.885000,79.565000,28_515_shc_2023-24.7156,Utukuru,163.0,34.0,137.0,0.33,8.0,0.3,57.0,0.264,5.96,0.137,6.28,0.27,,,,,,,,,,,,,,,,,,,,,,,,
14.882000,79.848000,28_515_shc_2025-26.11482,Annavaram,,,,,,,,,,,,,,,,,,,,,,,,,163.0,15.3,189.6,1.01,7.09,0.1,10.51,0.12,6.18,0.21,2.04,0.31
14.882000,79.848000,28_515_shc_2025-26.11485,Annavaram,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18.8,98.3,0.35,7.02,0.14,42.03,0.16,2.38,0.16,2.16,0.51
14.885000,79.905000,28_515_shc_2023-24.5451,Jaladanki,163.0,14.0,176.0,0.28,8.5,0.53,135.0,0.16,8.14,0.61,6.24,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.882000,79.908000,28_515_shc_2025-26.10665,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,401.0,56.4,189.6,0.75,7.58,0.1,45.53,0.11,2.26,0.08,1.425,0.61
14.882000,79.902000,28_515_shc_2025-26.10684,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,176.0,1.2,189.6,0.52,7.42,0.56,87.56,0.27,12.39,0.12,13.65,2.59
14.882000,79.912000,28_515_shc_2024-25.5881,Jaladanki,,,,,,,,,,,,,213.0,164.0,219.5,0.45,7.82,0.1,54.5,1.36,13.27,0.14,23.9,0.37,,,,,,,,,,,,
14.882000,79.912000,28_515_shc_2024-25.19195,Jaladanki,,,,,,,,,,,,,163.0,164.0,155.0,0.16,8.04,0.1,5.3,0.72,8.26,0.21,7.36,0.56,,,,,,,,,,,,
14.882000,79.912000,28_515_shc_2024-25.19619,Jaladanki,,,,,,,,,,,,,226.0,1.1,129.1,0.75,8.21,0.1,165.2,0.64,7.53,0.42,15.18,0.5,,,,,,,,,,,,
14.882000,79.912000,28_515_shc_2024-25.19620,Jaladanki,,,,,,,,,,,,,263.0,116.8,400.3,0.78,5.24,0.1,161.7,0.54,8.79,0.39,8.36,0.91,,,,,,,,,,,,
14.882000,79.912000,28_515_shc_2024-25.20363,Jaladanki,,,,,,,,,,,,,138.0,1.1,645.7,0.31,5.35,0.71,22.8,0.27,2.58,0.12,9.94,1.41,,,,,,,,,,,,
14.882000,79.912000,28_515_shc_2025-26.11258,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,138.0,63.4,407.3,0.66,7.68,0.89,66.54,0.21,8.14,0.26,8.21,0.75
14.888000,79.942000,28_515_shc_2023-24.6350,Budamagunta,113.0,38.0,91.0,0.79,8.2,1.0,28.0,0.001,5.57,0.23,10.4,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2023-24.6857,Budamagunta,100.0,40.0,117.0,0.12,6.8,0.9,73.0,0.001,20.9,-0.99,4.7,0.11,,,,,,,,,,,,,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.1384,Budamagunta,,,,,,,,,,,,,188.0,164.0,148.0,0.48,6.78,0.2,137.0,0.78,16.1,0.71,9.16,0.44,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.8287,Budamagunta,,,,,,,,,,,,,113.0,164.0,161.0,1.24,6.71,0.24,58.0,1.93,16.07,1.68,10.31,0.5,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.8340,Budamagunta,,,,,,,,,,,,,100.0,164.0,122.0,0.48,8.01,1.53,112.0,1.14,23.5,0.98,9.88,0.5,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.20220,Budamagunta,,,,,,,,,,,,,100.0,164.0,90.0,0.87,7.61,0.38,37.0,0.76,18.62,0.42,5.38,0.44,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.20226,Budamagunta,,,,,,,,,,,,,100.0,164.0,71.0,0.5,8.25,0.4,37.0,0.58,16.58,0.38,6.42,0.31,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.20236,Budamagunta,,,,,,,,,,,,,125.0,164.0,129.0,0.63,7.51,0.39,58.0,1.95,2.152,0.4,2.89,0.56,,,,,,,,,,,,
14.888000,79.948000,28_515_shc_2024-25.20242,Budamagunta,,,,,,,,,,,,,63.0,164.0,71.0,1.03,7.71,0.68,81.0,0.62,20.14,0.34,6.24,0.5,,,,,,,,,,,,
14.888000,79.962000,28_515_shc_2025-26.2881,Budamagunta,,,,,,,,,,,,,,,,,,,,,,,,,251.0,26.1,385.0,0.34,6.46,0.1,123.0,0.19,1.03,0.33,1.39,0.85
14.888000,79.962000,28_515_shc_2025-26.10444,Budamagunta,,,,,,,,,,,,,,,,,,,,,,,,,238.0,26.9,360.0,0.38,7.49,0.19,116.0,0.45,3.68,0.53,1.3,0.91
14.888000,79.962000,28_515_shc_2025-26.10447,Budamagunta,,,,,,,,,,,,,,,,,,,,,,,,,201.0,12.3,608.0,0.8,7.48,0.1,109.0,0.41,3.87,0.17,2.31,0.75
14.888000,79.962000,28_515_shc_2025-26.10450,Budamagunta,,,,,,,,,,,,,,,,,,,,,,,,,238.0,32.3,397.0,0.52,7.12,0.13,81.0,0.36,8.05,0.19,1.81,0.5
14.888000,79.962000,28_515_shc_2025-26.10451,Budamagunta,,,,,,,,,,,,,,,,,,,,,,,,,201.0,15.0,434.0,0.76,7.37,0.1,102.0,0.48,4.05,0.26,3.05,0.66
14.888000,79.962000,28_515_shc_2025-26.10453,Budamagunta,,,,,,,,,,,,,,,,,,,,,,,,,176.0,13.1,434.0,0.52,7.73,0.1,130.0,0.44,8.15,0.24,1.99,0.66
14.888000,80.018000,28_515_shc_2025-26.8505,Kavali Bit - II (Rural),,,,,,,,,,,,,,,,,,,,,,,,,263.0,43.78,577.0,0.8,7.5,2.12,28.02,0.6,16.1,0.29,1.63,1.13
14.892000,79.458000,28_515_shc_2023-24.5470,Narrawada,138.0,6.0,85.0,0.62,7.5,0.2,64.0,0.1,2.28,0.55,9.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.895000,79.595000,28_515_shc_2024-25.18219,Katepalle,,,,,,,,,,,,,176.0,42.6,167.9,0.52,8.41,0.14,12.3,0.86,31.9,0.35,70.8,0.97,,,,,,,,,,,,
14.895000,79.595000,28_515_shc_2024-25.18341,Katepalle,,,,,,,,,,,,,100.0,62.2,122.7,0.45,8.43,0.21,26.4,0.38,18.38,0.18,6.14,0.09,,,,,,,,,,,,
14.892000,79.678000,28_515_shc_2023-24.7656,China Annaluru,125.0,12.0,267.0,0.25,8.2,0.2,40.0,0.44,5.71,0.41,8.16,0.88,,,,,,,,,,,,,,,,,,,,,,,,
14.895000,79.775000,28_515_shc_2023-24.5005,Kesavaram,201.0,21.0,137.0,0.14,6.1,0.53,45.0,0.41,5.18,0.32,3.61,0.27,,,,,,,,,,,,,,,,,,,,,,,,
14.895000,79.775000,28_515_shc_2023-24.6168,Chodavaram,163.0,52.0,280.0,0.5,7.4,1.3,17.0,0.41,5.81,0.71,5.84,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.895000,79.775000,28_515_shc_2023-24.6733,Kesavaram,176.0,20.0,202.0,0.22,7.8,0.21,24.0,0.18,6.38,0.41,4.13,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.892000,79.852000,28_515_shc_2023-24.7659,Ananthapuram,100.0,9.0,78.0,0.72,7.8,0.2,14.0,0.56,6.38,0.48,24.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
14.892000,79.868000,28_515_shc_2023-24.5651,Gattupalle,125.0,35.0,169.0,0.83,8.4,0.24,24.0,0.6,6.7,0.01,2.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
14.892000,79.938000,28_515_shc_2025-26.207,Jammalapalem,,,,,,,,,,,,,,,,,,,,,,,,,138.0,14.7,112.4,0.21,7.71,1.57,80.55,0.28,3.21,0.24,6.38,0.51
14.892000,79.938000,28_515_shc_2025-26.9794,Jammalapalem,,,,,,,,,,,,,,,,,,,,,,,,,100.0,65.8,63.2,0.41,7.98,1.07,73.55,0.18,6.28,0.26,4.26,0.95
14.892000,79.932000,28_515_shc_2025-26.9772,Jammalapalem,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.6,56.2,0.65,8.26,2.14,35.02,0.36,7.21,0.26,5.36,0.51
14.898000,79.942000,28_515_shc_2023-24.5656,Jammalapalem,201.0,20.0,174.0,0.4,8.1,0.2,16.0,0.46,5.3,0.38,4.26,0.38,,,,,,,,,,,,,,,,,,,,,,,,
14.898000,79.992000,28_515_shc_2024-25.2785,Mannangidinne,,,,,,,,,,,,,138.0,122.0,155.0,0.35,7.58,1.58,65.0,2.38,13.1,0.18,8.3,0.25,,,,,,,,,,,,
14.898000,79.992000,28_515_shc_2024-25.2786,Mannangidinne,,,,,,,,,,,,,125.0,138.0,84.0,0.35,7.96,0.5,109.0,0.33,20.1,0.36,8.1,0.5,,,,,,,,,,,,
14.898000,79.992000,28_515_shc_2024-25.3300,Mannangidinne,,,,,,,,,,,,,176.0,85.2,155.0,0.62,6.75,0.1,29.9,0.18,4.18,0.28,3.24,0.41,,,,,,,,,,,,
14.898000,79.992000,28_515_shc_2024-25.16093,Mannangidinne,,,,,,,,,,,,,176.0,118.0,142.0,1.24,7.82,0.56,176.0,2.56,21.2,0.8,6.86,0.66,,,,,,,,,,,,
14.898000,79.992000,28_515_shc_2024-25.16098,Mannangidinne,,,,,,,,,,,,,100.0,140.0,528.0,0.0,7.82,0.03,77.0,0.26,18.4,0.38,5.8,0.12,,,,,,,,,,,,
14.898000,79.992000,28_515_shc_2024-25.16127,Mannangidinne,,,,,,,,,,,,,125.0,68.0,303.0,1.15,7.75,0.51,44.0,2.51,18.3,0.14,6.62,0.28,,,,,,,,,,,,
14.895000,80.035000,28_515_shc_2025-26.10987,Mannangidinne,,,,,,,,,,,,,,,,,,,,,,,,,263.0,44.54,341.0,0.2,6.94,0.93,129.59,0.26,7.15,0.28,2.05,1.95
14.895000,80.035000,28_515_shc_2025-26.10989,Mannangidinne,,,,,,,,,,,,,,,,,,,,,,,,,464.0,34.6,348.0,0.18,6.9,1.07,80.55,0.37,4.87,0.22,2.33,1.92
14.898000,80.048000,28_515_shc_2023-24.7317,Thummalapenta,113.0,43.0,78.0,0.32,6.0,0.3,66.0,0.32,1.42,0.18,4.2,0.18,,,,,,,,,,,,,,,,,,,,,,,,
14.898000,80.048000,28_515_shc_2023-24.7320,Chennayapalem,213.0,5.0,520.0,0.62,6.6,1.7,87.0,1.24,9.28,0.68,6.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.905000,79.375000,28_515_shc_2023-24.5174,Appasamudram,88.0,1.0,13.0,0.42,8.3,0.5,24.0,0.001,6.2,0.96,3.8,1.37,,,,,,,,,,,,,,,,,,,,,,,,
14.908000,79.462000,28_515_shc_2023-24.6966,Kothapeta,88.0,14.0,305.0,0.37,6.2,0.12,17.0,0.38,7.15,0.24,3.84,1.64,,,,,,,,,,,,,,,,,,,,,,,,
14.908000,79.462000,28_515_shc_2023-24.6974,Kothapeta,125.0,1.0,500.0,0.86,8.1,0.16,17.0,0.56,7.04,0.18,4.16,1.16,,,,,,,,,,,,,,,,,,,,,,,,
14.902000,79.562000,28_515_shc_2023-24.7169,Turpurompidodla,176.0,15.0,104.0,0.18,8.3,0.5,109.0,0.36,6.13,0.26,3.18,0.23,,,,,,,,,,,,,,,,,,,,,,,,
14.908000,79.568000,28_515_shc_2025-26.8660,Katepalle,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11.5,124.1,0.2,7.57,0.1,95.0,0.14,1.16,0.23,1.03,1.1
14.908000,79.648000,28_515_shc_2024-25.22738,Thellapadu,,,,,,,,,,,,,188.0,10.9,96.9,0.74,8.11,0.21,5.3,0.42,4.14,0.32,8.36,2.74,,,,,,,,,,,,
14.908000,79.648000,28_515_shc_2024-25.22899,Thellapadu,,,,,,,,,,,,,238.0,163.8,109.8,1.11,8.16,0.15,5.3,0.38,5.22,0.24,9.18,1.2,,,,,,,,,,,,
14.908000,79.648000,28_515_shc_2024-25.23147,China Annaluru,,,,,,,,,,,,,188.0,163.8,122.7,0.17,7.06,0.17,5.3,0.56,4.26,0.38,4.14,0.25,,,,,,,,,,,,
14.902000,79.778000,28_515_shc_2023-24.5000,Kesavaram,113.0,23.0,124.0,0.1,7.0,0.11,24.0,0.53,3.84,0.41,9.48,0.23,,,,,,,,,,,,,,,,,,,,,,,,
14.902000,79.788000,28_515_shc_2025-26.8807,Kesavaram,,,,,,,,,,,,,,,,,,,,,,,,,38.0,10.6,141.5,0.91,7.17,0.12,21.01,0.46,9.21,0.42,9.81,1.12
14.908000,79.798000,28_515_shc_2025-26.7571,Kesavaram,,,,,,,,,,,,,,,,,,,,,,,,,163.0,9.4,280.9,0.65,7.03,0.2,21.01,0.21,6.14,0.38,7.62,0.95
14.908000,79.798000,28_515_shc_2025-26.7574,Kesavaram,,,,,,,,,,,,,,,,,,,,,,,,,188.0,7.0,84.3,0.5,7.24,0.16,87.56,0.36,5.21,0.21,8.38,0.58
14.908000,79.888000,28_515_shc_2025-26.11445,Jaladanki,,,,,,,,,,,,,,,,,,,,,,,,,188.0,5.3,112.4,1.0,7.5,0.18,80.55,0.15,16.26,0.12,5.89,1.94
14.908000,79.992000,28_515_shc_2023-24.7315,Budamagunta,213.0,1.0,98.0,0.54,6.4,0.2,21.0,0.52,4.62,1.56,4.8,0.96,,,,,,,,,,,,,,,,,,,,,,,,
14.912000,79.418000,28_515_shc_2025-26.4516,Theddupadu,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10.6,280.9,0.62,8.52,0.15,66.54,0.156,0.27,0.18,2.14,2.52
14.918000,79.422000,28_515_shc_2023-24.5485,Theddupadu,151.0,8.0,59.0,0.65,8.3,1.1,19.0,0.57,11.02,0.75,8.4,0.11,,,,,,,,,,,,,,,,,,,,,,,,
14.915000,79.425000,28_515_shc_2025-26.4436,Theddupadu,,,,,,,,,,,,,,,,,,,,,,,,,63.0,10.6,133.4,0.74,8.12,0.16,94.56,0.28,1.56,0.28,4.32,0.89
14.918000,79.472000,28_515_shc_2024-25.2532,Kothapeta,,,,,,,,,,,,,138.0,117.0,122.0,1.11,7.46,0.14,77.0,0.21,0.98,0.18,1.46,1.1,,,,,,,,,,,,
14.918000,79.472000,28_515_shc_2024-25.12521,Kothapeta,,,,,,,,,,,,,63.0,138.0,71.0,0.39,8.09,0.15,86.0,0.14,0.94,0.24,2.36,0.22,,,,,,,,,,,,
14.918000,79.472000,28_515_shc_2024-25.12522,Kothapeta,,,,,,,,,,,,,88.0,80.0,64.0,0.41,7.61,0.1,26.0,0.21,1.52,0.41,1.19,0.56,,,,,,,,,,,,
14.918000,79.472000,28_515_shc_2024-25.12535,Kothapeta,,,,,,,,,,,,,113.0,164.0,97.0,0.02,8.13,0.13,44.0,0.14,1.38,0.28,2.38,0.78,,,,,,,,,,,,
14.918000,79.472000,28_515_shc_2024-25.12556,Kothapeta,,,,,,,,,,,,,151.0,157.0,90.0,0.17,7.7,0.14,84.0,0.24,1.21,0.48,1.41,0.5,,,,,,,,,,,,
14.918000,79.472000,28_515_shc_2024-25.12577,Kothapeta,,,,,,,,,,,,,176.0,138.0,77.0,0.27,8.22,0.12,40.0,0.18,0.66,1.09,1.42,1.41,,,,,,,,,,,,
14.918000,79.532000,28_515_shc_2025-26.2883,Thamidapadu,,,,,,,,,,,,,,,,,,,,,,,,,88.0,13.1,62.1,0.12,7.23,0.1,130.0,0.48,6.1,0.22,1.97,0.57
14.918000,79.678000,28_515_shc_2023-24.5082,Ganugapenta,125.0,24.0,163.0,0.31,8.2,0.5,59.0,0.48,7.84,0.38,2.64,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2023-24.7670,China Annaluru,201.0,23.0,189.0,0.73,8.5,0.3,17.0,2.0,6.76,0.71,12.36,0.95,,,,,,,,,,,,,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.22739,China Annaluru,,,,,,,,,,,,,176.0,164.0,90.4,0.72,7.84,0.16,8.8,0.54,6.14,0.16,4.14,0.35,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.22888,China Annaluru,,,,,,,,,,,,,88.0,164.0,109.8,0.52,7.86,0.1,1.8,0.66,7.28,0.24,7.26,0.54,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.22892,China Annaluru,,,,,,,,,,,,,138.0,40.4,58.1,0.52,7.55,0.1,5.3,0.59,6.38,0.44,6.24,0.54,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.22906,China Annaluru,,,,,,,,,,,,,63.0,33.8,135.6,0.31,7.62,0.2,12.3,0.66,4.56,0.27,8.25,0.09,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.23072,China Annaluru,,,,,,,,,,,,,188.0,164.0,90.4,0.58,8.01,0.1,19.3,0.71,8.26,0.14,8.34,0.35,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.23098,China Annaluru,,,,,,,,,,,,,125.0,113.6,142.1,0.31,8.11,0.11,5.3,0.77,0.96,0.62,8.34,0.47,,,,,,,,,,,,
14.915000,79.705000,28_515_shc_2024-25.23107,China Annaluru,,,,,,,,,,,,,100.0,131.0,245.4,0.54,8.09,0.11,1.8,0.62,5.48,0.27,1.32,0.22,,,,,,,,,,,,
14.918000,80.042000,28_515_shc_2024-25.16054,Thummalapenta,,,,,,,,,,,,,213.0,47.0,187.3,0.77,6.61,0.18,1.8,0.418,1.48,0.26,2.67,0.47,,,,,,,,,,,,
14.912000,80.042000,28_515_shc_2024-25.16091,Thummalapenta,,,,,,,,,,,,,113.0,33.8,406.8,0.64,6.92,0.14,54.5,0.36,2.41,0.28,6.38,0.98,,,,,,,,,,,,
14.928000,79.678000,28_515_shc_2025-26.10698,Settipalem,,,,,,,,,,,,,,,,,,,,,,,,,138.0,28.4,285.5,0.18,8.43,0.2,17.51,0.15,2.36,0.38,1.26,0.38
14.928000,79.678000,28_515_shc_2025-26.10699,Settipalem,,,,,,,,,,,,,,,,,,,,,,,,,176.0,37.6,322.6,0.24,7.64,0.23,21.01,0.28,3.67,0.2,3.11,0.5
14.928000,79.988000,28_515_shc_2024-25.15891,Maddurupadu (Part),,,,,,,,,,,,,138.0,99.0,64.0,0.53,5.79,0.09,18.0,0.36,26.8,0.95,7.59,0.66,,,,,,,,,,,,
14.928000,80.028000,28_515_shc_2023-24.7106,Palukur,100.0,23.0,293.0,0.42,7.3,0.2,45.0,0.36,9.4,0.05,4.2,0.64,,,,,,,,,,,,,,,,,,,,,,,,
14.928000,80.062000,28_515_shc_2023-24.7313,Thummalapenta,238.0,103.0,52.0,1.15,7.0,0.9,142.0,1.49,6.5,0.01,3.29,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.938000,79.418000,28_515_shc_2025-26.5424,Theddupadu,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.9,196.6,0.12,8.42,0.1,35.02,0.16,2.28,0.24,3.31,0.89
14.938000,79.422000,28_515_shc_2025-26.5461,Theddupadu,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.9,358.2,0.69,8.05,0.1,45.53,0.17,0.15,0.19,1.96,0.17
14.932000,79.548000,28_515_shc_2024-25.20864,Thamidapadu,,,,,,,,,,,,,213.0,1.1,174.3,0.45,7.66,0.18,26.4,0.74,18.16,0.11,16.18,0.72,,,,,,,,,,,,
14.932000,79.602000,28_515_shc_2025-26.3248,Gottigundala,,,,,,,,,,,,,,,,,,,,,,,,,263.0,13.1,279.3,0.23,7.52,0.1,17.51,0.1,2.05,0.34,2.08,0.09
14.935000,79.675000,28_515_shc_2025-26.6481,Settipalem,,,,,,,,,,,,,,,,,,,,,,,,,176.0,23.8,273.1,0.18,8.74,0.15,17.51,0.61,5.1,0.22,2.18,1.19
14.935000,79.675000,28_515_shc_2025-26.8901,Settipalem,,,,,,,,,,,,,,,,,,,,,,,,,151.0,3.8,149.0,0.24,8.49,0.2,28.02,0.38,4.95,0.17,2.33,0.72
14.935000,80.025000,28_515_shc_2023-24.6849,Anemadugu,25.0,36.0,163.0,0.81,6.9,1.2,28.0,0.01,15.2,0.73,4.8,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.935000,80.055000,28_515_shc_2025-26.744,Thummalapenta,,,,,,,,,,,,,,,,,,,,,,,,,251.0,42.24,403.0,0.13,6.12,0.94,46.0,0.65,2.86,0.04,3.6,3.14
14.935000,80.055000,28_515_shc_2025-26.2747,Thummalapenta,,,,,,,,,,,,,,,,,,,,,,,,,289.0,21.5,329.0,0.15,7.4,1.32,116.0,0.38,4.38,0.24,2.17,2.58
14.935000,80.055000,28_515_shc_2025-26.2803,Thummalapenta,,,,,,,,,,,,,,,,,,,,,,,,,289.0,46.85,317.0,0.18,6.2,0.73,60.0,0.25,4.91,0.2,3.05,1.38
14.935000,80.055000,28_515_shc_2025-26.2817,Thummalapenta,,,,,,,,,,,,,,,,,,,,,,,,,301.0,24.6,317.0,0.1,6.8,0.79,42.0,0.24,9.26,0.18,1.95,2.39
14.935000,80.055000,28_515_shc_2025-26.2818,Thummalapenta,,,,,,,,,,,,,,,,,,,,,,,,,289.0,33.8,329.0,0.15,6.37,0.69,53.0,0.13,11.1,0.29,2.01,1.6
14.935000,80.055000,28_515_shc_2025-26.2823,Thummalapenta,,,,,,,,,,,,,,,,,,,,,,,,,251.0,37.6,335.0,0.2,6.07,0.9,42.0,0.37,3.85,0.01,2.97,1.95
14.948000,79.518000,28_515_shc_2025-26.6121,Chakalakonda,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.8,74.5,0.13,7.09,0.1,108.57,0.24,8.88,0.26,2.87,0.82
14.948000,79.528000,28_515_shc_2024-25.4136,Chakalakonda,,,,,,,,,,,,,100.0,17.5,309.9,0.25,7.93,0.24,33.4,1.13,23.42,0.22,59.6,0.44,,,,,,,,,,,,
